Company,Date,Open Price,High Price,Low Price,Close Price,Adjusted Close,Volume,Price Change (%),7-Day Moving Avg,30-Day Moving Avg,Volatility
NFLX,2023-04-20,320.3900146,331.4299927,318.3299866,325.3500061,32535.00%,9947800,1.5481105134292164,332.9628601,323.3896677666666,7.8129133225179865
NFLX,2023-04-21,323.0,328.2900085,319.5,327.980011,32798.00%,6348000,1.5417990712074274,332.5271475571429,324.39633484,8.02094759488538
NFLX,2023-04-24,330.2000122,334.6600037,326.75,329.019989,32902.00%,5586600,-0.357366189097916,330.0742885,325.60500081333333,5.315457611656169
NFLX,2023-04-25,328.5,328.6600037,321.1000061,322.5499878,32255.00%,5426600,-1.8112670319634712,327.77714319999995,326.57300008000004,4.396991773350706
NFLX,2023-04-26,321.3599854,325.8999939,320.4700012,321.1499939,32115.00%,4623200,-0.06534463204515722,326.1242850142857,327.4466664633333,4.403878996430795
NFLX,2023-04-27,324.2999878,327.4500122,317.4400024,325.8500061,32585.00%,5618800,0.4779581740089034,325.00285557142854,328.18199971666667,2.8938227270782058
NFLX,2023-04-28,325.2399902,330.8099976,324.0,329.9299927,32993.00%,4221900,1.4420128647513382,325.9757123714286,328.8443328866667,3.2749459056668413
NFLX,2023-05-01,329.4400024,331.230011,318.0899963,324.1199951,32412.00%,5341500,-1.6148637874099414,325.79999651428574,329.53166605666667,3.346333065871673
NFLX,2023-05-02,325.0,326.0700073,315.6199951,317.5499878,31755.00%,4318600,-2.2923114461538474,324.3099932,329.94566548666666,4.377158161377111
NFLX,2023-05-03,317.5499878,324.6199951,315.8500061,319.2999878,31930.00%,5064100,0.5510943370283449,322.92142160000003,330.39599813,4.17085637633294
NFLX,2023-05-04,319.0100098,323.6099854,317.9500122,320.7799988,32078.00%,3879700,0.554838075805109,322.66856602857143,331.29199829333334,4.250028126035215
NFLX,2023-05-05,323.6099854,324.1499939,319.4400024,322.7600098,32276.00%,3988600,-0.26265431795914235,322.8985683,331.37166545,4.197388628106887
GOOG,2023-02-07,103.6299973,108.6699982,103.5479965,108.0400009,10804.00%,33738800,4.255528046800399,108.0400009,108.0400009,
GOOG,2023-02-08,102.6900024,103.5800018,98.45500183,100.0,10000.00%,73546000,-2.61953679728417,104.02000045,104.02000045,5.685139157135942
GOOG,2023-02-09,100.5400009,100.6100006,93.86000061,95.45999908,9546.00%,97798600,-5.0527171021738,101.16666665999999,101.16666665999999,6.370631426276948
GOOG,2023-02-10,95.73999786,97.01999664,94.52999878,94.86000061,9486.00%,49325300,-0.9191531958114485,99.5900001475,99.5900001475,6.082773957074791
GOOG,2023-02-13,95.01000214,95.34999847,94.05000305,95.0,9500.00%,43116600,-0.010527460030217655,98.672000118,98.672000118,5.65364701148387
GOOG,2023-02-14,94.66000366,95.17500305,92.65000153,94.94999695,9495.00%,42513100,0.30635250241653983,98.05166625666668,98.05166625666668,5.280138655515472
GOOG,2023-02-15,94.73999786,97.33999634,94.36000061,97.09999847,9710.00%,36964500,2.4910287769770063,97.91571371571429,97.91571371571429,4.833487544030412
GOOG,2023-02-16,95.54000092,97.87999725,94.97000122,95.77999878,9578.00%,35642100,0.25120144200224964,96.16428484142857,97.64874934875,1.8602498315527423
GOOG,2023-02-17,95.06999969,95.75,93.44999695,94.58999634,9459.00%,31095100,-0.5048946582151862,95.39142717571428,97.30888790333333,0.8512429463843125
GOOG,2023-02-21,93.23999786,93.41500092,92.0,92.05000305,9205.00%,28367200,-1.276270739288069,94.90428488571429,96.782999418,1.5191525669221644
GOOG,2023-02-22,91.93399811,92.36000061,90.87000275,91.80000305,9180.00%,29891100,-0.14575136810614633,94.46714237714285,96.32999974818182,1.9211063105402901
GOOG,2023-02-23,92.12999725,92.12999725,90.01000214,91.06999969,9107.00%,32423700,-1.1505455244111595,93.90571376142857,95.89166641000001,2.28013608128833
GOOG,2023-02-24,89.62999725,90.12999725,88.86000061,89.34999847,8935.00%,31295600,-0.31239405175815693,93.10571397857143,95.38846118384616,2.780232009676535
GOOG,2023-02-27,90.08999634,90.44999695,89.61000061,90.09999847,9010.00%,22724300,0.0111023758534251,92.10571397857143,95.01071384714285,2.3258746485920767
GOOG,2023-02-28,89.54000092,91.44999695,89.51999664,90.30000305,9030.00%,30546900,0.8487850370685519,91.32285744571428,94.69666646066666,1.728599143047789
GOOG,2023-03-01,90.16000366,91.19999695,89.84999847,90.51000214,9051.00%,26323900,0.3881970561135583,90.74000113142857,94.434999940625,0.9606262537035873
GOOG,2023-03-02,89.86000061,92.48000336,89.76999664,92.30999756,9231.00%,23328600,2.7264599748148157,90.77714320428572,94.30999980058823,1.0227368364557334
GOOG,2023-03-03,92.73999786,94.11000061,92.66000366,94.01999664,9402.00%,30242500,1.380201433616897,91.0942851457143,94.29388851388889,1.5833375553093905
GOOG,2023-03-06,94.36000061,96.30000305,94.30000305,95.58000183,9558.00%,28288200,1.2929220136850106,91.73857116571428,94.36157868842106,2.31865909322848
GOOG,2023-03-07,95.41999817,96.08999634,93.84400177,94.16999817,9417.00%,24101500,-1.3099979291269777,92.42714255142856,94.35199966249999,2.2039632417364747
GOOG,2023-03-08,94.40499878,96.23999786,94.40499878,94.65000153,9465.00%,25395200,0.2595230688694233,93.07714298857142,94.36619022761904,2.07013374408674
GOOG,2023-03-09,94.48999786,95.91999817,92.35500336,92.66000366,9266.00%,24438900,-1.936706785316464,93.41428593285715,94.28863629272728,1.7018893294071977
GOOG,2023-03-10,92.5,93.18000031,90.80000305,91.01000214,9101.00%,32850100,-1.6108084972972998,93.48571450428572,94.14608698173913,1.5646387047669632
GOOG,2023-03-13,90.56500244,93.08000183,89.94000244,91.66000366,9166.00%,31508600,1.2090776685237181,93.39285823285715,94.04250017666668,1.6622835399225993
GOOG,2023-03-14,93.06999969,94.83000183,92.77999878,94.25,9425.00%,32303900,1.2678632361989608,93.42571585571429,94.05080016960001,1.6789357475393942
GOOG,2023-03-15,93.54000092,97.25,93.04000092,96.55000305,9655.00%,38367300,3.2178769514598415,93.56428745857144,94.14692335730768,1.9104431970853766
GOOG,2023-03-16,96.56999969,101.9700012,95.87000275,101.0699997,10107.00%,54499500,4.659832271352878,94.55000196285712,94.40333359222222,3.4415635606803185
GOOG,2023-03-17,100.8399963,103.4899979,100.75,102.4599991,10246.00%,76140300,1.6065081906394405,95.66571590142857,94.69107164607144,4.562720133508394
GOOG,2023-03-20,101.0599976,102.5800018,100.7900009,101.9300003,10193.00%,26033900,0.8608774200089635,96.99000113571428,94.94068987551724,4.879230188189166
GOOG,2023-03-21,101.9800034,105.9599991,101.8600006,105.8399963,10584.00%,33122800,3.785048804969931,99.10857173,95.30400008966667,5.065980659496422
GOOG,2023-03-22,105.1399994,107.5100021,104.2099991,104.2200012,10422.00%,32336900,-0.8750220708104692,100.90285709285715,95.17666676633333,4.125010817039719
GOOG,2023-03-23,105.8899994,107.1009979,105.4100037,106.2600021,10626.00%,31385800,0.34942176040847217,102.61857167857143,95.38533350300001,3.3147912150519807
GOOG,2023-03-24,105.7399979,106.1600037,104.7399979,106.0599976,10606.00%,25245000,0.3026288125167409,103.97714232857142,95.738666787,2.1611313584950413
GOOG,2023-03-27,105.3199997,105.4000015,102.6299973,103.0599976,10306.00%,25393400,-2.145843245762936,104.26142774285715,96.01200002,1.8187395500219192
GOOG,2023-03-28,103.0,103.0,100.2799988,101.3600006,10136.00%,24913500,-1.5922324271844597,104.1042851,96.22400004,2.0349921762116905
GOOG,2023-03-29,102.7200012,102.8199997,101.0299988,101.9000015,10190.00%,26148300,-0.7982863029795182,104.09999955714285,96.45566685833334,2.0403587176454865
GOOG,2023-03-30,101.4400024,101.6100006,100.2900009,101.3199997,10132.00%,25009800,-0.11829918884150241,103.45428575714287,96.59633356599998,2.1118936423669434
GOOG,2023-03-31,101.7099991,104.1900024,101.4400024,104.0,10400.00%,28086500,2.251500265719691,103.42285701428571,96.87033360666666,2.1002038819403412
GOOG,2023-04-03,102.6699982,104.9499969,102.3799973,104.9100037,10491.00%,20719900,2.1817527410846,103.2300001,97.21433385200001,1.8424166456055917
GOOG,2023-04-04,104.8399963,106.0999985,104.5999985,105.1200027,10512.00%,20377200,0.26707974998278866,103.09571511428571,97.650000507,1.6229598142647632
GOOG,2023-04-05,106.1200027,106.5400009,104.1019974,104.9499969,10495.00%,21864200,-1.102530880354,103.36571501428573,98.08833363533334,1.7668605363900307
GOOG,2023-04-06,105.7699966,109.6299973,104.8150024,108.9000015,10890.00%,34684200,2.9592559332652972,104.442858,98.682667029,2.4904669723730706
GOOG,2023-04-10,107.3899994,107.9700012,105.5999985,106.9499969,10695.00%,19741500,-0.4097239058183582,105.16428591428573,99.26933364333334,2.3590595964851793
GOOG,2023-04-11,106.9199982,107.2200012,105.2799988,106.1200027,10612.00%,18721300,-0.7482187742872543,105.85000062857144,99.80333378433333,1.6449112676193205
GOOG,2023-04-12,107.3899994,107.586998,104.9700012,105.2200012,10522.00%,22761600,-2.0206706510140786,106.0242865142857,100.300667056,1.4717430954833284
GOOG,2023-04-13,106.4700012,108.2649994,106.4400024,108.1900024,10819.00%,21650700,1.6154796474257942,106.49285775714286,100.890000398,1.576280034057551
GOOG,2023-04-14,107.6900024,109.5800018,107.5899963,109.4599991,10946.00%,20745400,1.6436035477328648,107.11285724285715,101.461667116,1.78588697286895
GOOG,2023-04-17,105.4300003,106.7099991,105.3199997,106.4199982,10642.00%,29043400,0.9390096719937044,107.32285742857142,101.87500050133333,1.5615025842513899
GOOG,2023-04-18,107.0,107.0500031,104.7799988,105.1200027,10512.00%,17641400,-1.757006822429906,106.78285760000001,102.19300053033334,1.5786982376254288
GOOG,2023-04-19,104.2149963,105.7249985,103.8000031,105.0199966,10502.00%,16732000,0.7724419023944284,106.50714327142857,102.55466714466667,1.7078906764265913
GOOG,2023-04-20,104.6500015,106.8880005,104.6399994,105.9000015,10590.00%,22515300,1.194457699076096,106.47571452857142,102.92966714366666,1.7181953867926667
GOOG,2023-04-21,106.0899963,106.6399994,105.4850006,105.9100037,10591.00%,22369800,-0.16966029435142077,106.57428631428571,103.37133381166667,1.6526932727426198
GOOG,2023-04-24,106.0500031,107.3199997,105.3600006,106.7799988,10678.00%,21410900,0.6883504749279951,106.37285722857142,103.897000367,1.5020060887445033
GOOG,2023-04-25,106.6100006,107.4400024,104.5599976,104.6100006,10461.00%,31408100,-1.8759966126479881,105.68000029999999,104.32866693166666,0.7908852885678538
GOOG,2023-04-26,105.5599976,107.0199966,103.2699966,104.4499969,10445.00%,37068200,-1.0515353592618881,105.39857154285713,104.66866682833333,0.833055989776678
GOOG,2023-04-27,105.2300034,109.1500015,104.4199982,108.3700027,10837.00%,38235200,2.983939179460294,105.86285725714286,105.06266681666668,1.3788139615031858
GOOG,2023-04-28,107.8000031,108.2900009,106.0400009,108.2200012,10822.00%,23957900,0.38960861588324097,106.32000077142857,105.3010002,1.570011665244926
GOOG,2023-05-01,107.7200012,108.6800003,107.5,107.7099991,10771.00%,20926300,-0.009285276539705544,106.57857185714286,105.4760002,1.6369332451716616
GOOG,2023-05-02,107.6600037,107.7300034,104.5,105.9800034,10598.00%,20343100,-1.5604683654678373,106.58857181428571,105.61100030333334,1.6323757491271391
GOOG,2023-05-03,106.2200012,108.1299973,105.6200027,106.1200027,10612.00%,17116300,-0.09414281573176833,106.49428665714287,105.62033385,1.6385251704928145
GOOG,2023-05-04,106.1600037,106.3000031,104.6999969,105.2099991,10521.00%,19780600,-0.8948799612749069,106.58000072857143,105.65333378,1.5360132744670516
GOOG,2023-05-05,105.3199997,106.4400024,104.7389984,106.2149963,10621.50%,20705300,0.8497878869629345,106.83214350000002,105.65183358666667,1.245478539818859
